Emotion,Text,
Positive,unlocked phones ordered  unlocked phone samsung s9  another ebay seller suppose unlocked done improperly continued notify every 15 minutes contact unlocked former owner sprint activate different cell carrier  returned cell phone discussion samsung sprintthis time different ebay seller unlocked phone not tell continue activate reboot phone att owner new phone logo come  beginning reboot   reboot done not tell activate att luckily reboot weekread full review,
Positive,best phone ive owned date best phone ive owned date ive owned all minus iphone perfect size next one 10every happy samsung s9 work nova launcher,
Positive,s9 love phone seem battery issue verifying not apps draining,
Positive,strongly recpmmended nice phone long battery life very good features,
Positive,great phone everything want great battery life would definitely recommend,
Positive,value value price sale coupon got 500 havent learned everything know awesome camera ill get eventually think good vaue,
Positive,battery battery doesnt doesnt last long u not using power saving mode,
Positive,super phone im very happy phone  received original packaging works beautifully  upgraded samsung 7 pretty much phone much improved  im still getting use camera pictures beautifulread full review,
Positive,awesome phone work any network phone not looks good performs very well smg9600ds international version accepts two sims ds dual sim using koodo network canada works great research highly recommend phoneread full review,
Positive,solid update galaxy s7 upgraded galaxy s7 very happy phone faster much much bigger better screen feel much modern,
Positive,excellent phone phone everything want isnt app easily download one play store very reliable dependable like format phone easy use,
Positive,great phone yo it’s real deal brand new phone fully unlocked it’s all good highly recommend,
Positive,great deal excellent phone hoped morei s6 didnt want pay grand s10 s9 still current nice terrific value fix  phones swear galaxyi get iphone appeal galaxys always betterthis s9 amazingand go back original s2 note 2update  used phone quite nowand truly love iti always loved galaxy seriesthe 9  plus true winnerread full review,
Positive,name brand  samsung great product get pay works great looks great  not cheep afford  solid choice,
Positive,best love samsung galaxy s9 using everyday since purchased excellent piece hardware,
Positive,great battery life replaced samsung s7 edge s9 battery life fantastic not gone 60 24 hour periodi use normally not huge user would say average actually little smaller s7 like phones getting big put pocket very pleased phoneread full review,
Positive,awesome say works great came near mint condition  samsung makes hell phone got great price,
Positive,unlocked samsung s9 big phoneit plenty storage longer battery lifeit worth spending money,
Positive,came great condition like new lot faster old samsung galaxy s5,
Positive,scottys phone excellent value phone probably small fat fingers purchased wife  9s would perfect choice phone quick easy learn  im 65,
Positive,excellents pictures good price beautiful color i¨m really love whit phone excellents photos,
Neutral,not new  deceiving product listed new  doesnt look new  come white box generic usb charger  cord  phone plastic film screen many bubbles someone else returned item  phone not listed new notread full review,
Negative,network problems advertised unlocked not talk verizon network ive asked vlink exchange phone suggestion verizon manager visited,
Positive,samsung galaxy s9will buy bought samsung using weekno problemseasy set apn  buy product exactly says,
Positive,great phone great price great phone many great features,
Positive,rate review samsung galaxy s9 samsung never stop racing top creating s9 piece art  exterior shape  professional design  long life battery  fantastic camera  purity picturing  filming high quality processor dont expect less samsungread full review,
Positive,s9 rocks matches cars color container came cannot tell any difference going phone service buying s9 one set default values able copy all personal touches phone 100 12 hour wowread full review,
Positive,good purchase wish knew came protective screen already wouldnt  order one keyboard acting protective screen turned sensitivity touch solved issueread full review,
Positive,very nice product very happy product battery normally lasts 2 days initially not sure long last 6 months 1 year,
Neutral,good phone few flaws works good many pop ups older carrier unlocked,
Positive,awesome price samsung s9 want update phone cricket not want spent much newest model 10s went s9 two year old model still awesome phone great price range love value s9read full review,
Positive,pretty good seems pretty good phone asked verizon rep recommended pretty good phone,
Positive,king android phones great phone extras need beautiful screen colors fast processor,
Neutral,losing favor samsung replacement previously stolen phone battery drains quickly finding differences original s9 one performance pictures not clear prior phone,
Positive,samsung galaxy best phone ever thank much yes working good glad purchased thank much happy holidays all,
Positive,n issues came perfect condition works well live new phone  thing didnt come original charger,
Positive,good stuff phone works great  brand new box pretty sweet deal,
Positive,nice phone couple weeks really nice phone,
Positive,s9 perfect sizeeasy use,
Positive,awesome phone loving phone great deal exactly hoping,
Positive,malfunctioning sometimes making phone call prompted enter numbers not always work feel something not working well,
Positive,need s9 fits needs well bought mainly processorit way needa big upgrade s5,
Positive,better expected camera amazing,
Positive,samsung best phone market  excellent camera long lasting battery  super smooth response  beautiful designed,
Positive,great buy extremely happy product far negligible scratches screen works fine,
Positive,good deal very happy purchase used note 10 lite bought few almost unnoticeable scratches back basically new besides scratches ,
Positive,good product love samsung great pictures supposed,
Positive,new phone very good phone  husband very happy,
Positive,totally worth totally completely worth price not regret purchase camera storage speed exceptional,
Positive,perfect students  choose product better camera comfortable reading slimmer ,
Positive,phone love phone exactly looking,
Positive,great phone phone works great ship time thank,
Positive,great phone awesome 2020 samsung smartphone price ,
Positive,good phone all expected phone ,
Positive,new samsung galaxy phone awesome phone 📱 thanks deal,
Negative,battery life slow cherging poor battery life,
Positive,great pick incredibly easy use great memory speed,
Positive,great phone samsung hits another home run  better anticipated phone expectations no means low  wanted 5g unwilling pay premium technology limited useavailability  device meets exceeds all wantsneedsread full review,
Positive,great phone price great phone price relatively slim fast cpu large memory 4 cameras,
Positive,samsung a51 battery seems last couple days not heavy user video device graphics very good large device appsservices very different older android version using setup straight talk very straight forward everything except photosvideos transferred new device using smart switch app read full review,
Positive,super slim super cool much longer battery life expected near perfect condition very reasonable price exceedingly happy purchase ,
Positive,good higher priced models good s91020 good speed storage fraction price great phone great value,
Positive,fine phone lovely phone return though carrier doesnt support model oh well,
Positive,good phone price great phone price good size,
Positive,ecellent good cosmetic condition works well no problems far,
Positive,samsung phone every thing price quality meet might buy another,
Positive,nice love best phone far,
Positive,value money good phone friend likes,
Positive,love great camera easy use far good,
Positive,review like very good used item,
Positive,great phone really good phone priceif need phone guys best deal ,
Positive,good phone works pretty well havent any problems,
Positive,super 👌 great phone,
Positive,nice love,
Negative,not purchase sent back fraud purchase,
Positive,samsung 51 se muy bien  esperemos q todo salga  no habrá duda por la marca,
Positive,price price price hey samsung price right best part all add memory card came original box would buy,
Positive,no need get newer model im absolutely happy choice s8 fast battery life great lasts all day without issue,
Positive,great deal awesome husband loves new phone great price,
Positive,great value love great deal glad bought,
Positive,great cool product small pink spot,
Positive,one best s5 rated one best phones ever made great phone cheaper price,
Positive,samsung galaxy s8 plus very good new very really love very fast,
Positive,good phone excellent phone battery lasts all day fast charging,
Positive,owsome love perfect far 2 months use,
Positive,great phone good price good phone everything went well upgrade,
Positive,works great no problem,
Negative,not worth used bought two one excellent one defective,
Positive,lightweight great features easily fit pocket goodwill definitely need memory card didnt find need s3 a5 neitherconsbattery drains very fast retrieving many apps possible wallpaper still tryingam missing blue led indicate missed calls messages galaxy s3sms messages converted mms messages smileys usedread full review,
Negative,terrible good phone size perfectbad 1 signal very poor could not make calls max call duration 20 sec2  battery drain less 7 hours no action phone guess due poor signal constant look signal3  sometimes phone becomes super hot shut solves issuei very disappointed purchaseread full review,
Positive,great mini smartphone probably one best new android smartphones fits small hands glass shattered easily 2 spill onto concrete pocket glass extends edge device rather metal different material like one mini iphone 4batteries easily swappedvery powerful responds quickly voice commandskeyboard lot errors portrait mode small sizecall quality excellent speakerphone excellentspeaker sounds okay needs louderbattery drains very fast headphones used fm antennagps cant always tell difference frontage road highway also really suffers around tall buildingsscreen looks great cant see much detail plus zoom pan videos playpictures look amazingread full review,
Positive,little giant phone very easy use lightweight slim very stylish love size dont need huge screen easily read email view documents fits nicely palm hand pocketit great specs many great appsread full review,
Positive,fix battery issuesits good small phone great small phone lots featuresi used battery samsung galaxy s4 mini sghi257m also drained fast used youtube 10 battery saving tips samsung galaxy s4 mini  turned notifications  cpu save last 10 times longerread full review,
Positive,product all want clear communicating bought product fast perfect size lightit built extremely well mini modelit got many features would like see use contains much lower radiation output toothe phone unlocked use tethering all want no extra chargesthe thing learned not playing size would like haveim thinking buy another one soon one goes bad gets lost let many people informed nice phone everread full review,
Positive,best customer service answers email quickly business im very happy phone also customer service vendorthe phone new unlocked meaning used any gsm operator very useful phone used travel countries countries prepaid card used without problem  great valuethe phone screen got broken vendor replaced phone free no question asked needed pay ship back broken phonedo not hesitate buy vendor aread full review,
Positive,great smartphone great size price im totally satisfied s4 mini small very responsive nice samsung touch android os nice camera suitable smartphone many extras every individual doesnt like bulky 5inch 6inch smartphones also sellers service greatread full review,
Positive,samsung s4 mini replaces s4 broke like smaller feel  needed help took  att store squared things away  conversation informed s4 made sale overseas  know cant read instructions  french  download samsung neededso far working great  nice surprise bought screen protector day later  felt something upper right screen lo  behold believe screen protector  take one bought back store refund  very happy far  3 day shipping great  find case  any ideas  battery doesn’t seem last 1 day lessread full review,
Positive,couldnt ask phone small powerful incredibly feature filled smooth running phone best ive owned small size love minis fast powerful easy personalize tons memory,
Positive,love awesome bought really disliked lg google nexus 5 using 4 months wanted samsung performance smaller phone phone fits bill perfectly love theres nothing dislike product seriously im obsessed new phone think theres not better android phone size price rangeread full review,
Positive,beautiful phone good price perfect size beautiful phone good price perfect size,
Positive,overall good phone like phone came unlocked great price  features arent expecting quite few apps phone pointless  get cleaned all unnecessary stuff way good phoneread full review,
Positive,value money point needed portable smart phone based android os phone tidy light feels solid strong response very fastam enjoying gadget no regrets drawback closeness keys keypad holding phone portrait position easy pick wrong keys typing otherwise rate descent phoneread full review,
Positive,great phone dont like bug phones one good specs edges scratched put case anyways screen function phone perfect,
Positive,excelent phone phone beat expectations really pleased,
Positive,looks works perfect looks works great,
Positive,amazing battery holds charge 56 days  very pleased purchase beautiful design easy use moderate use battery holds charge 56 days,
Positive,great like ty little phon serving needs thats happy,
Negative,came serious fault problem coudnt chargedi go lab replace charging socket,
Positive,nice phone verified purchase  yes  condition new  sold by goldenfield2014,
Positive,s4 mini excellent product thanks,
Positive,thanks great deal item new work well  item arrive postal office early,
Positive,ok verified purchase  yes  condition preowned  sold by saveoncellphones,
Positive,perfect but… problem cant connect internet via wifi……… im still trying figure everything else great ,
Positive,good business  exactly description  good business  exactly description ,
Positive,works great good price verified purchase  yes  condition new  sold by electronicport,
Positive,works good battery doesnt last long verified purchase  yes  condition preowned  sold by womenloveshoes,
Positive,good product samsung galaxy 4 mini apple wins right claim title best smartphone available  device grows appealing software ecosystem catches  great news buyers looking something isn’t easily replaced next big thing comes alongread full review,
Positive,good product very good phone all features workingquick shipping got usa 10 daysthe mobile very handy sleek liked very muchthank,
Positive,great value fraction newer phones cost s4 mini offers all capacity smart phone needs small form factor definitely worth,
Positive,bought many things ebay all very good really like shopping ebay good deal easy deliviery samsung galaxy s4 mini bought ebay phone works perfectly im going continue shopping ebay againread full review,
Positive,new phone friend loved  thanks,
Positive,exactly expected exactly expected,
Positive,great verified purchase  yes  condition preowned  sold by denwashoppu,
Positive,good overall experience great value money excelent device perfecto conditionsgood timming deliverythe product perfect conditions,
Neutral,tell community experience using samsung galaxy 4 mini tell community experience using samsung galaxy 4 mini gti9195  8gb  black mist unlocked smartphonetell community experience using samsung galaxy 4 mini gti9195  8gb  black mist unlocked smartphoneread full review,
Positive,exccelent hadn´t any problem product  i´m very happytks lottttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttread full review,
Positive,very nice muy bueno el producto se lo recomiendo lo unico que se calienta un poco como todos los samsung galaxy sgracias,
Positive,excellent excellent choice este smarthphone es liviano rápido muy completo se recomienda cambiar rápido este celular,
Negative,e original é homologado pela anatel,
Positive,good phone good camera good phone little weak phonecalls borderline signals not best antenna videocamera good trackdayfilming,
Positive,awsome dear friendi like camera everything incredible even gyroscope play vr gamespeople buy phone really good use fast no slow reactionsrnothing bad phone want take beautiful pictures play hd games thephone youthank youread full review,
Positive,good phone all necessary functions expected smart phone money buy chinese smart phone newer version operating systemthere android 442 not supported samsung upgradingthe back cover plastic thin easily break diligent using itread full review,
Positive,great phone youre looking small form factor want phone fit pocket still featurerich phone suits perfectly  screen not stunning samsung display close second still better  cameras  lots extras samsung android skin  screen remains responsive tempered glass protector  back little slippery cutdown applied old zagg protector worked perfectly  drawback dated android os  mine jellybean 42 ill sad apps arent developed  also note nfc battery antenna  im hoping manufacturers start offering highquality 43 phones iphone se maybe things coming aroundread full review,
Positive,great phone love phone size camera charge battery every night,
Negative,not buy phones not paid off bought phone ten months later suspended turns didnt pay off got turned collections suspended off account unable get turned pay off reached pretty much said  thats bad  could give 0 stars would,
Positive,samsung sassy awesome pink flamingo colorenormous size perfect pics,
Positive,phone arrived promised activated without issue verified purchase yes  condition new,
Positive,works expected works wonderfully,
Positive,feature packed real flagship phone great specs excellent picture sound quality playing videos great cameras taking photosfast response times split screen handyoverall best phone hadread full review,
Positive,love new phone really like phone functions expected love additional features not aware battery life awesome far good,
Positive,suprise took few days get oriented love many people reviewed fold previously looking possable issues very few problems unlocked fold working verizon verizon text speech not work bit time consuming set google voice  replace verizon app like everything not perfect recommend  any early adopter likes leading edge stuffread full review,
Positive,amazing product long life amazing,
Positive,great phone careful lack any dust resistance waterproofing means phone amazing very fragile not terrible take care,
Positive,great job  thank  verified purchase  yes  condition preowned  sold by itsakram85,
Positive,love samsung fold far best cellphone ive purchased samsung phones always samsung note lover time decided step notch im happy phone far one top 2 smartphone every inventedread full review,
Positive,samsung fan good productbattery runs goodsharp image,
Positive,samsung fold verified purchase  yes  condition new  sold by hassanakhan,
Positive,best phone tablet combine future best consumer mobile phone products 2019,
Positive,good quality good quality factory unlock,
Negative,scam fraud scam fraud keep looking  bad people,
Positive,value money phone significant upgrade s6 edge memory cleaner pics much brighter screen truly worth price,
Positive,great phone very happy phone even better description no scratches etc,
Negative,worst not meet description screen not work not well wrap,
Negative,not happy broken got,
Positive,screen replacement expected,
Positive,very neat not dual sim expected product good fully functional described however chose dual sim got single sim ,
Positive,used samsung galaxy s8 flaws phone very minor function perfect extremely happy purchase price half new one bargain ,
Positive,would recommend phone worth money bought phone husband loves upgraded samsung s4 samsung s8 plus bigger screen very user friendly,
Positive,good value new perfect condition  no accessories booklet,
Positive,great device absolutely love,
Positive,great phone great phone love s8,
Positive,samsung galaxy s8 great phone no problem ,
Positive,excellent condition works perfectly excellent condition works perfectly,
Positive,¾cellphone works real good love price u cant beat thanks guys,
Positive,nice price galaxy 8s  good advertised good buy,
Positive,exelente very good,
Positive,all around great phone front camera okay coming lg g4 great phone s3 came updates crazy screen size good fast lightweight expandable memory waterproof super fast charging phone fully charges 1hr 15min samsung usb cable etc dont any complaints except front camera expected better front camera s7its 5 megapixels camera makes look cartoonish painted sort filter even without beauty mode gives painted look without showing clear details find annoying googled issue seems popular disadvantage phone although find takes best pictures outside well lit areas lg g4 8 mp front camera would blow s7 water definitely not terrible camera s7 couldve done much betteroverall phone impeccable highly recommend definitely worth every pennyi recommend going phone store playing around phone person see fit purchasingread full review,
Neutral,little worn looks good otherwise heads not techie phone came charger cable cable port worn used looking phone cover hides worn area thing wrong guess alright could paid another 20 official new phone get 18 24 months happy hope lasts long paid required few updates didnt succeed first seems working updating phone requires nano sim card use calls texting wasnt even aware nano sim make sure order buy advance wont experience set delay upon activating sim page plus noticed s7 not signal strength previous s5 live rural area seems like struggle get 2 bars even outside clear area used get 3 bars good day s5 not care way insert sim memory card s7 model use little keywhich difficult keep order access tray inside phone  cannot access battery need great not keep spare battery around means rely life one all know lose ability charge time sure phone lot features enjoy figure outread full review,
Positive,good phone good upgrades major issue samsung galaxy s5 battery life improved  goes kind sleeper mode screen off  also built power saver modes  camera excellent graphics  screen resolution slimly different s5  ignore s6 all changed camera  excellent phone good accessories features  32 gb internal memory space expand sd card  s5 need new sim card one uses different size  give 45  battery life better still improvedread full review,
Positive,everythings great except bloatware battery life  nice screen reasonable size great camera android marshmallow fast cahrging wireless charging nfc payments great selection accessories water resistant expandable memory bloatware battery life mediocre useread full review,
Positive,step technology reasonable price verizon wanred coming note 4 7 significant improvement mostly seems availability readily accept software updates android still android location many functions  different still learning located many numbers noted spam  automatically blocked audio good  calls go thru quickly software transfer data easy  worked expected default language pacific rim  couldnt reset english till verizon rep installed sim card cant beat priceread full review,
Positive,good product s7 exactly size s5 double internal memory 32gb double ram put 200gb micro sd card storage probably every need comes android 601  very happy phoneread full review,
Positive,great phonebut free screen protector love phonei needed upgrade s5 no phone memory appseven moving all could sd card  anyway display phone spectacular  easy use little change s5marshmallow still annoying quirks like not notifying message app open  good battery life absolutely love wireless chargingno plugging stupid cords  free tempered glass screen protector came useless throw away  doesnt go all way edges display slightly curved edges  understand difficulties making glass protector nature read reviews not realize s7 regular slightly curved edges  great phonelove samsungread full review,
Positive,past gen galaxy still better todays iphone im coming windows lumia icon 929 iphone 6 may easy impressperformance phone zippy very responsive bloatware could use trimming doesnt seem affect much outside taking limited storagecamera specs may look bit less stellar software behind camera makes all difference very crisp photo better dark previous phones also gets color right 98 time whivh phenomenal consider 12mp camera upgrade lumias 20mpstats weight size would consider ideal im adult male usually fits large work glove size perfectly slim solid no flex no noises recommend cheap case protects back camera sides back smudge magnet case makes no dofferenceother notes antenna seems weaker lumia even though provider towers could cheap case nightmare tryimg get straighttalk eventually worked battery life nothing acceptable microusb least favorite option charge port accepts wireless charging charge 10100 15 hours less helpsoverall thoroughly pleased purchase still things iphone family doesnt far performed better iphone 6 every way except battery liferead full review,
Positive,samsung s7 great phone battery lasts long time takes great pictures features great quality calls clear durable decent sound quality music lot apps,
Positive,like s7 much better liked iphone 7 coming iphone point kind creepy walled garden everything apples way highway like android os much better  still quirks annoyances ways things hit not many iphones hardware seems much better all aroundthe galaxy s7 little different strategy power  hard tell sure since still new phone pulling lots updates appear using battery bit faster  however also charges battery much faster  general think net gain especially decent sub 20 wireless charger pads all ebay amazon simpler limitation live slower discharge slower charge phone  may circumstances limitationi also think samsung s7 honest battery  says 30 left 30 battery left  iphone said 30 left time panic could drop 0 heartbeat  samsung battery may last long lies less iphone take few months learn trust years apple lies broken promisesandroid also far rational security controls  apple made lot changes designed keep fbi able get phone even warrant  thats fine want apple forced default everyone  android lets rational balance invasive painful security controls versus value data leave room rational medium level security medium level riskthe one got overstock 235 thing insanely good value moment  wasnt new box came non factory box dont think quite new old stock like advertised any sign use couldnt find  absolutely perfect  ill use couple years main phone maybe retire dedicated dashboard engine monitor something able open system add modify pleases king appleread full review,
Positive,great deal used battery phone package very appealing looked new phone functions normally easy set everything phone feels new fact battery life usedup yearsold phone batterymy new s7 new battery would last 15 days full charge average use refurbished s7 dies full 1 day average usei wish refurbished phones all received new batteries get pay form functions well price greatread full review,
Positive,great refurbished phone excellent phone very happy purchase issue battery life terrible  camera one favourite features really great ,
Positive,galaxy s7 phones bought two s7 phones wife came good time packaged well price great phones look brand new work fine no scratches could not tell refurbished dont afraid purchase save hundreds dollars very pleased far all set using themverizon give new sim card transfer old phone very happyread full review,
Positive,far good first smart phone im very happy  everything logical easy find adjust necessary good size not big easy read see navigate  fact im going try talk mother law one get let go antiquated version  not any trouble using viewing phone nice option increase size screen easier viewingread full review,
Positive,great phone price awesome phone looks brand new super easy switch old phone  first time unlocked phone easy simple,
Positive,not scratch wanted sure screen didnt scratches went excellent  not scratch anywhere  like brand newand love came today dont sim card phone use yet exploring upgraded galaxy s3 satisfied thought lost s3 read s7 decided wanted one better camera keyboard  keyboard row across top numbers  no switching back forth alphabet numbers typingthe fingerprint recognition works great  feels great hand dont case yetsamsung app made easy move apps content old phone new via wifi got choose ones movethats far ive gotten far said already  love itread full review,
Positive,good phone phone arrived early one small cosmetic blemish home button battery drains fast leave high performance mode great display audio quality,
Positive,great phone slippery phonehard hold safely case anyway   major upgrade ancient s3  many great features  proud remain samsung fan,
Positive,excellent android smartphone excellent android smartphone features liked thin size  great camera finger print recognition all samsung gear accessories standard 35m headphone jack,
Positive,excellent phone love phone good size good battery life built speaker loud enough actually hear well great camera phone also surprisingly tough 200lb goat step squarely screen didnt hurt bit managed drop pond watering trough no worse wear screen bright enough see well even full sun excellent reception old phone gets one bar live one gets three issue finding good screen protector work slight bevel glass cover whole screen wonderful phoneread full review,
Positive,great phone great phone lot capability like onehanded mode multiapp viewing  holds charge pretty well unless use certain apps like youtube eat ton battery th,
Positive,functionally great used phone bought phone mine broken camera lens would cost much repair  newly purchased used one works perfectly even though quite bit cosmetic damage  since keep full wallet style case cosmetics dont even show  very pleased get good working phone lot less money old one would cost repairsread full review,
Positive,tell upgrade s6 overall convenient phone nice features works great,
Positive,great phone great value arrived time excellent condition coming s5 really love wireless charging capability upgrade internal 32g solved good many memory problems slid 32g sd card easily expansion slot ive finally got room pictures no problems camera lens great buyread full review,
Positive,nice phone money supposed new doubts seems like refurbished no samsung labelled anything works thought battery life would better better older samsung galaxy s5 money good dealread full review,
Positive,may not attractive smart choice feature packed waterproof easy handle decent battery life finger print reader works very well features one would needand morei happy phone next 12 years typing breeze shortcut features very nifty screen sound buttons coming iphone make want never go back appleread full review,
Positive,looks works like brand new phone initially reluctant another refurbished phone since refurbished galaxy s5 bought several years ago gave number problems  s7 arrived looking brand new  no scratches marks any kind  everything works perfectly  huge improvement previous phone better sound quality better camera fingerprint reader works flawlessly problem s5  very happy phoneread full review,
Positive,quick clear screen thin love phone would suggest professional install sim  storage card would also invest wireless charger helps prolong battery life battery cannot removed phone,
Positive,expected wanted exact size wanted replace old galaxy s3 lot features  camera excellent like everything including fingerprint reader,
Positive,love phone first smart phone  sometimes think smarts though  right put pocket really helped looking stuff  used flip phone long sometimes miss smaller footprint  features phone really nice  seems hold charge all day  love message app pictures beautifulread full review,
Positive,abandoned iphone 6 s7 grateful iphone 34 years jailbroken full options knew like back hand bought antenna died wanted try something new right off bat perks jailbroken iphonei worried going get used piece junk two weeks seems like actually brand new running perfectly learned cant turn split view shortcuts theyll kill batteryread full review,
Positive,great phone great price phone great picture love size not big big enough see details pictures  battery last longer any touch screen hadi dropped few times nothing brokenread full review,
Positive,very happy phone very happy phone  lots features could pass new phone  light weight perfect size works great samsung fit gear 2 watch,
Positive,nice phone liked s4 nicely updated like new features although havent able get fingerprint thing work  battery lasts whole day apps use lot power im pleased  camera works well speed even substandard internet good want wellread full review,
Positive,new features works like lighting very fast speed  upgraded samsung galaxy 4 7  huge difference ease use big difference noticed works basement doorsread full review,
Positive,very nice samsung s7 nos new old stock looking  6 months 5 yr oldsamsung s3 getting bit tired albeit still working not able download newer appsthe samsung s7 wife 2 years  platformit much better battery life awesome photos waze app outstanding  all inall very very good phone purchased speck protective case itexcellentread full review,
Positive,samsung always reliable needed upgrade s4 always used samsung got good value samsung s7 new unlocked feels great little lady hands everything feels smooth hardware software batteries never last long wish would satisfactory needs issue many restarts updates go bought older phone good go love fingerprint technology got print works every timeread full review,
Positive,not latest greatest still great value s7 much better s6  addition sd expandable storage bonus camera works much better well  great samsung phone lots cool features probably ever useread full review,
Positive,excellent value easy use lots features very fast good camera negative size like small phones coming samsung 3 mini,
Positive,great deal older model phone unlocked samsung phone arrived quicker expected  almost could not tell reburb phone except packaging  phone worked better expected would purchase needed  problem verizon phone carrier att required settings changes adapt att network phone also contains verizon apps all very happy purchaseread full review,
Positive,not bad phone couple weeks like s5 few features nice one doesnt lock within 10 feet bluetooth dont unlock every time want look something size screen s5 little disappointing cant everything  price max phone still good valueread full review,
Neutral,easy operate poor battery life phone arrived original packaging local verizon dealer indicated looked used  no product description mention two yearold model battery wouldnt hold charge 8 hoursotherwise functions easy learnoperateread full review,
Positive,s7 find good phone many features work well problem understanding calls update every  every day man many daily updates any company generate 24 hour window feature very unnecessary boring takes 20 minutes every day time unnecessary jimread full review,
Positive,bought phone son knowledge very satisfied screen nice great features bought phone son knowledge very satisfied 6 loves 7 good size screen,
Positive,loving galaxy thus far ive no problems phone battery life good heavy user charge throughout day  iphone 8 honestly prefer galaxy  great experience  luv phone  pretty amazingread full review,
Positive,best smartphone owned debating whether get phone wait s8 glad brought onea droid 4 user quite  s7 lightning fast space 32gb gold color makes stand  samsung tv tablet not samsung galaxy s7  phone super battery life always display plus  also samsung charger charges phone quicklyread full review,
Positive,still great phone few years bought replace s7 cracked front back glass costs fix buy new one even model threefour years ago like size new phones big transferred using smart switch  running quicklyread full review,
Positive,nice phone not eye catcher recently upgraded s5 s7 s7 beer operating system couple subtle differences essentially size physically s5 doesnt feel much different terms operation speed etc real change seems running nougat opposed marshmallow get s5 nougat s7read full review,
Positive,solid android phone unless mobile gaming s7 solid android phone  first one lasted four years heavy use began developing hardware problems could not fixed factory reset  easy affordable get new s7read full review,
Positive,love phone not packaging phone good physical condition functions expected  may need manual update arent using recent aos wont update automatically youre not putting verizon contract  would given 5 stars packaging less stellar  box fine cocooned packing tape inside ac adapter samsung branded matching power cable aftermarket phone 1 sheet large bubble wrapnot taped  like laid one side folded around loosely leaving one side open  phone could heard thumping around inside box may contributed superficial scratches screenread full review,
Positive,wife loves far right size hands great phone battery lasts long time,
Positive,great phone im not guy all latest tech no matter much costs like great stuff last usually keep phones couple years s7 little heavier last phone glass metal not plastic feels good hand buy case little slick last phone battery easily lasts all day dont use huge amount camera takes pictures much faster old one good qualityread full review,
Positive,excellent phone all unwanted apps turned off battery great like size operation phone nice decision get phone,
Positive,excellent phone great camera  exceptional value via ebay love phone excellent value takes great photos battery life improved removed unnecessary apps samsung preinstalled,
Positive,good phone good phone battery lasts long one would expect screen size use,
Positive,form function value daughter broke first low quality phone agreed allow upgrade bought refurbished device happy s7 works well good battery memory excited many cute case options switch look phone whenever wants im happy ended something functional reliable great priceread full review,
Positive,best budget phone 2018 one best sub 200 cell phones mid 2018 4gb ram 32 gb storage along qhd super amoled display couldnt ask better value shopping good replacement s5read full review,
Positive,nice clean phone checked yes battery life really dont know used few dayseverything else seems great,
Positive,awesome phone love phone thing dont like fact samsung left tv remote control feature,
Positive,better advertised 289 dollars steal didnt come any minor imperfections said im very pleased purchase say phone given less problems brand new lg g4 bought last julyread full review,
Positive,rockand roll brand newnever usedcome original box whit all extra attributes  reasonable pricevery good dealhad s5 4years still works got s7 upgrade,
Positive,everything want phone technically challenged upgraded s4 s7 great phone takes beautiful pictures video loads quickly runs smoothly os easy figure works great fitbits speakerphone clear wish upgraded sooner s4 started issues plan keeping s7 few yearsread full review,
Positive,long battery life nice photos great features love new phone ive few months works great,
Positive,excellent phone samsung s7 really nice phone highly customizable fingerprint unlock feature works real good  highly satisfied,
Positive,good phone great price immaculate condition no blemishes all  issue use headphones take calls speaker phone mic near top phone not work   dont mind all especially priceread full review,
Positive,great phone love phone  getting configured power optimization battery life great nice size,
Positive,samsung galaxy s7 smg930  gold verizon  cracked glass bad imei phone cost almost  200 back cover broken battery keeps bad scratches rim front glass button fingerprint scanner not find any shortcomings general price good since plan change back cover also replace battery timeread full review,
Positive,excellent value came one hardlynoticeable scratch corner section screen display slightly offcolor also barely noticeable all all phone totally worth would least 100 expensive any retailer read full review,
Positive,great slippery phones really nice wont parrot everyone else says great know slippery sucker absolutely drop dont case skin get grip glass surfaces slick aluminum sidesread full review,
Neutral,great phone battery short life battery life terrible another problem ive experienced phone gets hot few minutes talkingon plus side phone very responsive display excellent,
Positive,att galaxy s8 well designed piece technology hardware state art unfortunately content doesnt sync automatically havent yet figured att related samsung related android 70 also phone came att apps installed cannot uninstalled keep running consuming memory battery data not use any services attthe display awesome 64gb system memory 256gb sd memory octacore processor also welcome feature used phone looks brand new no problems porting old number cricketread full review,
Positive,decribed all needed make work sim card love get chose install keep ty love idea not apps dont use want seems little thin wise compared height im getting use quickly dont like changed personalization features samsung made difficult set ringtones notification instead button slide also added bixby talking assistant not sure yet opinion took settings away personalizing all great phone takes bit get use changesread full review,
